email_text,category,urgency
b fb ee f a d d fe,request,medium
wow you re right i didn t mean to do that i guess once i gave up on boston men and changed my search location to nyc something changed cuz on my signin page it still says boston,spam,low
d a e cb dd e c,request,medium
urgent your mobile was awarded a bonus caller prize on our final attempt contact u call,spam,low
a f d fd e c ae ff dbd b,request,medium
f d d eb bfa af fa ed,request,medium
af c ff b cd fb cd,request,medium
b c be c e af bd,request,medium
d ee e e b e f,request,medium
b a b b f f ff dae b d,request,medium
a c eba a e,request,medium
be e a dabb cea b b d f a,request,medium
bb aeea adc f b,request,medium
ff c f ab b b a effb d,request,medium
d a de f e b ac b,request,medium
e cd d d c e b d c,request,medium
af d d ebe c c,request,medium
i thought we were doing a king of the hill thing there,spam,low
s da al r above lt gt,spam,low
d f a e e f b ca,request,medium
dd e dd a db f b a d,request,medium
e fd b ce f b c c bb,request,medium
someone u know has asked our dating service contact you cant guess who call now all will be revealed po box m wu,spam,low
cfc a d b f b c a eb,request,medium
cef da caa c a b ea bc a,request,medium
c cee c c e,request,medium
deb e cf b a c b ecbb fe,request,medium
she s borderline but yeah whatever,spam,low
hmmm but you should give it on one day,spam,low
c f f aa a b,request,medium
a f f b b e ad bb fc,request,medium
tomorrow i am not going to theatre so i can come wherever u call me tell me where and when to come tomorrow,spam,low
first has she gained more than lt gt kg since she took in second has she done the blood sugar tests if she has and its ok and her blood pressure is within normal limits then no worries,spam,low
taka lor wat time u wan come n look us,spam,low
fad be ed c ba aaf b b,request,medium
f ae ebf ff a bc e f e,request,medium
c fcb f fe c,request,medium
hey do u fancy meetin me at at cha hav a lil beverage on me if not txt or ring me and we can meet up l r quite tired got in at v pist love pete x x x,spam,low
e c e e d e bd b fda a a c,request,medium
fa d a e b a c a,request,medium
nope c then,spam,low
c a c a be b a f,request,medium
faf c ba e f d ccb e,request,medium
how long does applebees fucking take,spam,low
c e a c a db f bba,request,medium
f bb baf cff fd a f c bc,request,medium
you are gorgeous keep those pix cumming thank you,spam,low
ddb dc b bb dcc a,request,medium
hard but true how much you show amp express your love to someone that much it will hurt when they leave you or you get seperated ud evening,spam,low
say until like dat i dun buy ericsson oso cannot oredi lar,spam,low
b e c a b e a a e c,request,medium
alrite jod hows the revision goin keris bin doin a smidgin n e way u wanna cum over after college xx,spam,low
cb a cf c a c df,request,medium
res for custmer,feedback,low
d abd c af e b a c cb c bb,request,medium
eb bd e bc d b dd d,request,medium
yup no more already thanx printing n handing it up,spam,low
shall call now dear having food,spam,low
f f fc d e f ad f,request,medium
oh really perform write a paper go to a movie and be home by midnight huh,spam,low
smart brand,feedback,low
ok every night take a warm bath drink a cup of milk and you ll see a work of magic you still need to loose weight just so that you know,spam,low
forgot you were working today wanna chat but things are ok so drop me a text when you re free bored etc and i ll ring hope all is well nose essay and all xx,spam,low
cc d d c b eb b e c f b,request,medium
e f e fe c ddb eab a,request,medium
jesus christ bitch i m trying to give you drugs answer your fucking phone,spam,low
ca a e d d f a f,request,medium
hey mate hows u honey did u ave good holiday gimmi de goss x,spam,low
good,feedback,low
c f a acc a a c d d,request,medium
this is the nd time we have tried contact u u have won the pound prize claim is easy call now only p per min bt national rate,spam,low
missing you too pray inshah allah,spam,low
those were my exact intentions,spam,low
chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin,spam,low
efd d e a d a fa d c e b,request,medium
e e acff a b af ca e a,request,medium
d aee a ac b b b a,request,medium
b c d a d b d a,request,medium
i was up all night too worrying about this appt it s a shame we missed a girls night out with quizzes popcorn and you doing my hair,spam,low
de bf f f fd f c fd,request,medium
just got up have to be out of the room very soon i hadn t put the clocks back til at i shouted at everyone to get up and then realised it was wahay another hour in bed,spam,low
we know someone who you know that fancies you call to find out who pobox ls hb p,spam,low
yeah i am so i ll leave maybe ish,spam,low
def a d aab c d afe,request,medium
e aae df adc adf a fae,request,medium
a a c d cf b c cd f,request,medium
aight what time you want me to come up,spam,low
she s fine i have had difficulties with her phone it works with mine can you pls send her another friend request,spam,low
ca a b b c ec f,request,medium
b dfc aa af ce,request,medium
alright i ll head out in a few minutes text me where to meet you,spam,low
a ff fd f e a e c ceded,request,medium
c eb ff ee ddcf d b,request,medium
f b d b f c dc,request,medium
the new deus ex game comin early next yr,spam,low
ea d e b e f e d c,request,medium
have a nice day my dear,spam,low
d e d c ad f c db f,request,medium
are you not around or just still asleep v,spam,low
f d dc b f da,request,medium
cc a f acc cda a ce,request,medium
b ce bd fc af d ed dc,request,medium
so there s a ring that comes with the guys costumes it s there so they can gift their future yowifes hint hint,spam,low
might ax well im there,spam,low
i enjoy watching and playing football and basketball anything outdoors and you,spam,low
a de b a b fc c bcd,request,medium
e c a a ae da efb,request,medium
cb a bc b fefd d f,request,medium
b be f f e f def e,request,medium
oh i will get paid the most outstanding one is for a commercial i did for hasbro in august they made us jump through so many hoops to get paid still not,spam,low
hi its kate can u give me a ring asap xxx,spam,low
c d d e a eb e da,request,medium
oh u must have taken your real valentine out shopping first,spam,low
e b ce ca b ca ea ccd,request,medium
going to take your babe out,spam,low
a d c f e f fae d,request,medium
a c f f b ee de c,request,medium
efd d ab e b d b f ec,request,medium
all write or wat,spam,low
redmi pro,feedback,low
e b d fc ba f b b dd,request,medium
doc prescribed me morphine cause the other pain meds aren t enough waiting for my mom to bring it that med should kick in fast so i m gonna try to be on later,spam,low
gud gud k chikku tke care sleep well gud nyt,spam,low
be c d add dcca fccfc,request,medium
c f fb df aa d b cef e,request,medium
e f b f aad c,request,medium
ec a a b b e c a f c,request,medium
easy ah sen got selected means its good,spam,low
good phone,feedback,low
well then you have a great weekend,spam,low
efc dc edc d f,request,medium
d b b db abc,request,medium
d a a f bb ea d ef,request,medium
jus came back fr lunch wif my sis only u leh,spam,low
b f f c d c d f c ad cc ed,request,medium
c d ac a c de ade eda,request,medium
but i m really really broke oh no amount is too small even lt gt,spam,low
i calls you later afternoon onwords mtnl service get problem in south mumbai i can hear you but you cann t listen me,spam,low
sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to sp tyrone,spam,low
a e e abb d b e,request,medium
fc a ece ca f e,request,medium
super,feedback,low
audrie lousy autocorrect,spam,low
hmm ill have to think about it ok you re forgiven d,spam,low
yo i m at my parents gettin cash good news we picked up a downstem,spam,low
b e e b f fb ca eeff ec,request,medium
c b e d a e c c ceefc,request,medium
b a a ec a b,request,medium
good,feedback,low
wait me in sch i finish ard,spam,low
edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm,spam,low
fc f c b bce ebe c,request,medium
db e b e a ac cc b ac,request,medium
k wait chikku il send aftr lt gt mins,spam,low
e be c b fbc f,request,medium
c c c ab b c a c,request,medium
cd dfb f a c b e,request,medium
tell them the drug dealer s getting impatient,spam,low
i av a new number wil u only use this one ta,spam,low
bf fb db a af,request,medium
d dd c dc fe a c c ec e e,request,medium
hows that watch resizing,spam,low
e e f c c bb e bb f d,request,medium
d df cd d e d acee d aa,request,medium
that s not v romantic,spam,low
b bf b f dc b e a f e e a,request,medium
its just the effect of irritation just ignore it,spam,low
well at this right i m gonna have to get up and check today s steam sales pee so text me when you want me to come get you,spam,low
d d bd a b a b c de b b e,request,medium
you have been selected to stay in of top british hotels for nothing holiday worth to claim call london bx sw ss,spam,low
good phone,feedback,low
ugh y can t u just apologize admit u were wrong and ask me to take u back,spam,low
dd bb b e e dd a e,request,medium
yay can t wait to party together,spam,low
mths half price orange line rental latest camera phones free had your phone mths call mobilesdirect free on to update now or stoptxt,spam,low
b f e aa b,request,medium
a d dd b b fc c b e b,request,medium
a d d fb b a,request,medium
d ead d da c b ba,request,medium
faith makes things possible hope makes things work love makes things beautiful may you have all three this christmas merry christmas,spam,low
e dc f f e fa ee a b,request,medium
b a cb c df d,request,medium
e d ec c b a b e fdff,request,medium
give her something to drink if she takes it and doesn t vomit then you her temp might drop if she unmits however let me know,spam,low
i wish u were here i feel so alone,spam,low
r u in this continent,spam,low
f a a df c df ac,request,medium
its sarcasm nt scarcasim,spam,low
a f d d aec aa,request,medium
d f b a cf a ad c,request,medium
beae db f a cc e bbd ce,request,medium
f e c bef b d f e ac d,request,medium
you have got tallent but you are wasting,spam,low
marvellous,feedback,low
bd bbed e f bb b d a b d,request,medium
c e e c e dfc f fa e f,request,medium
case back no ritan,feedback,low
c bb c e b cb b e f b,request,medium
not good as expected,feedback,low
f b b a d e e,request,medium
e a f f d d c c c,request,medium
ccf bfb dacf fc,request,medium
fuck cedar key and fuck her come over anyway tho,spam,low
well im computerless time to make some oreo truffles,spam,low
fc cc fa a f d bb a ef,request,medium
d c f a a e c d cde,request,medium
e fe ad b aa c ac,request,medium
eed be c d c fcd e b fa,request,medium
b d f a b e,request,medium
d cade b f a a ca c bb,request,medium
f eb b d f f a a fb ee a,request,medium
hi mate its rv did u hav a nice hol just a message say hello coz haven t sent u in ages started driving so stay off roads rvx,spam,low
you all ready for big day tomorrow,spam,low
d a a d c b a cf aa,request,medium
ee f c f ab c c cd e,request,medium
bd d de b,request,medium
loosu go to hospital de dont let it careless,spam,low
good,feedback,low
ae c dbd b a ec a e b c,request,medium
f bfb ff a cd a c,request,medium
wot u up thout u were gonna call me txt bak luv k,spam,low
c e e a c c fb a,request,medium
c f efa c a b c df,request,medium
d d f f b e f e ed,request,medium
hope you are having a good week just checking in,spam,low
f e b be a aa cb d,request,medium
this is all just creepy and crazy to me,spam,low
fdf a b debbb aeb a,request,medium
turn out amazing to be amazing worth it,feedback,low
e d e a d ac a f,request,medium
lt gt ish minutes was minutes ago wtf,spam,low
b c cb ccb fb e,request,medium
hi here have birth at on the to at lb oz mother and baby doing brilliantly,spam,low
ugh i don t wanna get out of bed it s so warm,spam,low
d fceba c e a a f ef,request,medium
a a ad cb f a b f,request,medium
convey my regards to him,spam,low
b c e baa b b a,request,medium
nope i ll come online now,spam,low
k k any special today,spam,low
dcc b db b c b ae bc d,request,medium
a bf ef c b bcf aa dd,request,medium
c f b bd f cc dac,request,medium
good morning my dear shijutta have a great amp successful day,spam,low
no messages on her phone i m holding it now,spam,low
a f ed f c,request,medium
our prashanthettan s mother passed away last night pray for her and family,spam,low
nothing i meant that once the money enters your account here the bank will remove its flat rate someone transfered lt gt to my account and lt gt dollars got removed so the banks differ and charges also differ be sure you trust the ja person you are sending account details to cos,spam,low
ok now i am in bus if i come soon i will come otherwise tomorrow,spam,low
in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni,spam,low
edda f dd c d bf ef,request,medium
i am in your office na,spam,low
b b fcc fdc a c a c ef,request,medium
congrats mobile g videophones r yours call now videochat wid ur mates play java games dload polyph music noline rentl bx ip we p,spam,low
value for money very good,feedback,low
ec de a a bc e,request,medium
lol your right what diet everyday i cheat anyway i m meant to be a fatty,spam,low
d f c c fb e eb,request,medium
e b ae b af f f ad fb e,request,medium
kit strip you have been billed p netcollex ltd po box ig oja,spam,low
cdf bc ca a e c cfba,request,medium
ae a f e d f b a c,request,medium
call to the number which is available in appointment and ask to connect the call to waheed fathima,spam,low
neft transaction with reference number lt gt for rs lt decimal gt has been credited to the beneficiary account on lt gt at lt time gt lt gt,spam,low
mi is best phone,feedback,low
nice performance,feedback,low
i am on the way to ur home,spam,low
i told your number to gautham,spam,low
i m at bruce amp fowler now but i m in my mom s car so i can t park long story,spam,low
aced bdd de d d a a b,request,medium
a e bf d d f,request,medium
im at arestaurant eating squid i will be out about wanna dosomething or is that to late,spam,low
i am not sure about night menu i know only about noon menu,spam,low
great looking,feedback,low
b a f d c d ac,request,medium
c c f c c f dfcdbf,request,medium
aa b a cc b cb c,request,medium
f a d f b e a b d,request,medium
ed e db e a c f,request,medium
cd d bcd ad f f,request,medium
c a ee f dfae,request,medium
f dc b f e ab a a d d,request,medium
c a b d a e bb d f cc dd,request,medium
eastenders tv quiz what flower does dot compare herself to d violet e tulip f lily txt d e or f to now chance win cash wkent p,spam,low
oh then your phone phoned me but it disconnected,spam,low
b e c f a e ef e c da,request,medium
d dde ec e d c ea fa,request,medium
win we have a winner mr t foley won an ipod more exciting prizes soon so keep an eye on ur mobile or visit www win co uk,spam,low
b fecc d d c a b fadbeb f ed,request,medium
yo dude guess who just got arrested the other day,spam,low
i was about to do it when i texted i finished a long time ago and showered and er ything,spam,low
feb lt gt is i love u day send dis to all ur valued frnds evn me if comes back u ll gt married d person u luv if u ignore dis u will lose ur luv evr,spam,low
b c ca f ed f f c e,request,medium
what can i do might accidant tookplace between somewhere ghodbandar rd traffic moves slovely so plz slip amp don t worry,spam,low
f ba e d f bd b df c,request,medium
fa ae ab e a b d bedf e,request,medium
d cdd b eb f dfd bcd f cd c a a,request,medium
f c e ad c ec a e e,request,medium
we regret to inform u that the nhs has made a mistake u were never actually born please report yor local hospital b terminated we r sorry the inconvenience,spam,low
eb d c db b bee c c f,request,medium
e c a a ba b e a b,request,medium
ccec d acb ae a b d c b,request,medium
hey there s veggie pizza,spam,low
okie,spam,low
a ff c be fba a f,request,medium
dnt worry use ice pieces in a cloth pack also take tablets,spam,low
fef f ca aba eabc ea,request,medium
shuhui say change suntec steamboat u noe where where r u now,spam,low
af b c c e d afea d ed d,request,medium
bace ff d d b b aa,request,medium
d a f d e f baaa a d f,request,medium
wylie update my weed dealer carlos went to freedom and had a class with lunsford,spam,low
f ecd fb bd f f e f,request,medium
aight fuck it i ll get it later,spam,low
fbb b a d b f,request,medium
moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night,spam,low
so is th gower mate which is where i am how r u man all is good in wales ill b back morrow c u this wk who was the msg random,spam,low
yes watching footie but worried we re going to blow it phil neville,spam,low
fefd eb d fd c e cf,request,medium
da f e b f a da d af,request,medium
b f d b b ed e,request,medium
hmm too many of them unfortunately pics obviously arent hot cakes its kinda fun tho,spam,low
cdf eb a a e a b,request,medium
its good we ll find a way,spam,low
but i haf enuff space got like mb,spam,low
d dffd d f a bd c d ac,request,medium
efea b d a f ae dbddc,request,medium
it to your free text messages are valid until december,spam,low
do thing change that sentence into because i want concentrate in my educational career im leaving here,spam,low
d b f d a b a f d,request,medium
b fe bf afae d fe f b,request,medium
hello yeah i ve just got out of the bath and need to do my hair so i ll come up when i m done yeah,spam,low
super,feedback,low
f e bed ee ac ba f f a,request,medium
s i m watching it in live,spam,low
b b a c d cb,request,medium
were somewhere on fredericksburg,spam,low
abcf f f d cee f,request,medium
a f fdc c b bd b ec f ad,request,medium
joy s father is john then john is the name of joy s father mandan,spam,low
f cf e b b c b f c bc af,request,medium
b bf c acdc bf a b,request,medium
hi elaine is today s meeting confirmed,spam,low
aiyah sorry lor i watch tv watch until i forgot check my phone,spam,low
hi its jess i dont know if you are at work but call me when u can im at home all eve xxx,spam,low
i forgot ask all smth there s a card on da present lei how all want write smth or sign on it,spam,low
faba fb c b f b d d b,request,medium
efbd a b ba fb f abb,request,medium
im on gloucesterroad what are uup to later,spam,low
are you willing to go for apps class,spam,low
ac e f a be,request,medium
yeah whatever lol,spam,low
wiskey brandy rum gin beer vodka scotch shampain wine kudi yarasu dhina vaazhthukkal,spam,low
good phone in budget,feedback,low
wow i love you sooo much you know i can barely stand it i wonder how your day goes and if you are well my love i think of you and miss you,spam,low
nt only for driving even for many reasons she is called bbd thts it chikku then hw abt dvg cold heard tht vinobanagar violence hw is the condition and hw ru any problem,spam,low
a dd e f b b daaca cd,request,medium
just seeing your missed call my dear brother do have a gr day,spam,low
dcde ba da c ffee e,request,medium
de c f ed be ba dde,request,medium
hey what are you doing y no reply pa,spam,low
e eba b d bf b f,request,medium
how r going to send it to me,spam,low
would you like to see my xxx pics they are so hot they were nearly banned in the uk,spam,low
i m freezing and craving ice fml,spam,low
dude ive been seeing a lotta corvettes lately,spam,low
i wont touch you with out your permission,spam,low
fa e c ee ee ba b f,request,medium
friendship poem dear o dear u r not near but i can hear dont get fear live with cheer no more tear u r always my dear gud ni,spam,low
a fa fff d baf c d a,request,medium
b dfd bd cd a f,request,medium
c d bdd b c b fa,request,medium
ea b e fd a a ff f c bd,request,medium
e e e b b f fefd f,request,medium
well done england get the official poly ringtone or colour flag on yer mobile text tone or flag to now opt out txt eng stop box w wx,spam,low
no way i m going back there,spam,low
eacd de aaaa b c b c e,request,medium
haf u found him i feel so stupid da v cam was working,spam,low
e a e b bc a d bdc d,request,medium
call listen to extreme dirty live chat going on in the office right now total privacy no one knows your sic listening p min mp,spam,low
dfc b e d d c ecbe e,request,medium
so what about you what do you remember,spam,low
ok no prob take ur time,spam,low
fc da cf b d f a,request,medium
b ae dd f c dc ca,request,medium
e e f c e de b d a f,request,medium
b f a d b e ddd d f be,request,medium
do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call,spam,low
a ef a c bb e e da,request,medium
still in the area of the restaurant ill try to come back soon,spam,low
bf e e f e eedf,request,medium
i m cool ta luv but v tired cause i have been doin loads of planning all wk we have got our social services inspection at the nursery take care spk sn x,spam,low
ok lor msg me b u call,spam,low
watching telugu movie wat abt u,spam,low
fab d cee efee,request,medium
a e e dcfc b d,request,medium
ab c e aa aea be c a e,request,medium
the hair cream has not been shipped,spam,low
ok thanx,spam,low
abd ad f ac b,request,medium
e eb c e c f b f e a,request,medium
df a a cd b ee ba b,request,medium
c dec bd c b aa e fd beb e,request,medium
oi ami parchi na re kicchu kaaj korte iccha korche na phone ta tul na plz plz,spam,low
f e e b d a b f,request,medium
f bdc e ab f b e cf,request,medium
when did dad get back,spam,low
e bfaea eb c c c,request,medium
ef e e d ae fd e d e,request,medium
when should i come over,spam,low
d c c a b f b c c,request,medium
b c e c a a fe fa a,request,medium
f e c f c ad,request,medium
daef ece d b fb cc bceb,request,medium
df f f d de ada ea,request,medium
ef f f dd f b f a ec d,request,medium
fcd ab a ed b,request,medium
c aa d f fb a dc b a fae e,request,medium
ac d bfc df bd fc f e d,request,medium
a e c a c d ec b eadb c,request,medium
b ea d d fc add d d ce,request,medium
d aa b f b c a c d d,request,medium
you flippin your shit yet,spam,low
and that is the problem you walk around in julianaland oblivious to what is going on around you i say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do it s not that you don t know why i m upset it s that you don t listen when i tell you what is going to upset me then you want to be surprised when i m mad,spam,low
d c e ac a a bb e,request,medium
fc ac d f bc ff ca,request,medium
bfc cd e e a be a ef c ce,request,medium
b fbc c e ae fa bad a,request,medium
a a a d e f,request,medium
a d ba ef e d b c fd d c b,request,medium
c fd ae c fac,request,medium
must buy,feedback,low
thing r good thanx got exams in march ive done no revision is fran still with boyf ive gotta interviw exeter bit worried x,spam,low
fe f f a de c fb fcd b,request,medium
d c dafb b af a f cd f,request,medium
b d f bb fa b a,request,medium
aldrine rakhesh ex rtm here pls call urgent,spam,low
d b f a bc f e d a,request,medium
c f c fb b b b e,request,medium
i anything lor,spam,low
c ee c bc b bc bb f d,request,medium
dbc ada b e b cd,request,medium
yeah there s barely enough room for the two of us x has too many fucking shoes sorry man see you later,spam,low
c f a f f e bb f c,request,medium
b f db a c cfd f,request,medium
if you ask her or she say any please message,spam,low
i am going to sleep i am tired of travel,spam,low
f f ac c a adb,request,medium
aaf b f e a b e b f,request,medium
af e d e df ca bf,request,medium
am not working but am up to eyes in philosophy so will text u later when a bit more free for chat,spam,low
well keep in mind i ve only got enough gas for one more round trip barring a sudden influx of cash,spam,low
ad eb ece a f a fa,request,medium
thank you so much when we skyped wit kz and sura we didnt get the pleasure of your company hope you are good we ve given you ultimatum oh we are countin down to aburo enjoy this is the message i sent days ago,spam,low
bd ac b b f e dca a,request,medium
as a registered optin subscriber ur draw gift voucher will be entered on receipt of a correct ans to whats no in the bbc charts,spam,low
too late i said i have the website i didn t i have or dont have the slippers,spam,low
wow so healthy old airport rd lor cant thk of anything else but i ll b bathing my dog later,spam,low
caa dc b b,request,medium
b cf e a cd d,request,medium
c b bf c ad a f,request,medium
ede ead cee d e ebb,request,medium
i did one slice and one breadstick lol,spam,low
i m vivek i got call from your number,spam,low
be ee dd e c b ed a c ef b,request,medium
ok ill send you with in lt decimal gt ok,spam,low
sometimes we put walls around our hearts not just to be safe from getting hurt but to find out who cares enough to break the walls amp get closer goodnoon,spam,low
fc d fe d be c d a eb c d,request,medium
ec a d b a fd fbf af,request,medium
a c d b b a aad f f cc,request,medium
redmi pro reviee,feedback,low
f a c bf bd a d,request,medium
af e dcb d f f bd c,request,medium
a bc a c b d b e b,request,medium
e f f e a ccc b d,request,medium
dec c ec c f,request,medium
f d aed f f a,request,medium
update now xmas offer latest motorola sonyericsson nokia free bluetooth double mins txt on orange call mobileupd on or call optout f q,spam,low
e f c e a e ea b a,request,medium
dd e dc fc d d,request,medium
f b eed ff b f cb acc d,request,medium
thank you meet you monday,spam,low
a c a b da a e b b,request,medium
todays voda numbers ending are selected to receive a award if you have a match please call quoting claim code standard rates app,spam,low
e ecba f d a,request,medium
b ecca bef cb bc b bb e ca c,request,medium
oh you got many responsibilities,spam,low
sorry i flaked last night shit s seriously goin down with my roommate what you up to tonight,spam,low
kaiez enjoy ur tuition gee thk e second option sounds beta i ll go yan jiu den msg u,spam,low
f c ef b a e f aa bc,request,medium
moji just informed me that you saved our lives thanks,spam,low
af ff c b f de a bb,request,medium
d c aa ca d b,request,medium
d fc dc ed b b f,request,medium
ce ae d a a e c f a,request,medium
i could ask carlos if we could get more if anybody else can chip in,spam,low
fb d adc f be feb ba d,request,medium
ea bf a e fe f f,request,medium
c dcb b a f aa f,request,medium
d a c af bca d,request,medium
ad e a b ad ddf e d e a,request,medium
you have new voicemail please call,spam,low
i am joining today formally pls keep praying will talk later,spam,low
d d d dd ad b cee e,request,medium
sunshine hols to claim ur med holiday send a stamped self address envelope to drinks on us uk po box bray wicklow eire quiz starts saturday unsub stop,spam,low
a b b e d f e f db f,request,medium
you will be receiving this week s triple echo ringtone shortly enjoy it,spam,low
f abe f a b f fffe af,request,medium
d c a dc e fe ac,request,medium
i hope you know i m still mad at you,spam,low
e b b c e a bfaf f a,request,medium
when u love someone dont make them to love u as much as u do but love them so much that they dont want to be loved by anyone except you gud nit,spam,low
its a ok phone,feedback,low
kothi print out marandratha,spam,low
b d db c c a f c f f,request,medium
aa d ad ab c b,request,medium
fantastic,feedback,low
a acc e c f add a db,request,medium
f c c bd b a d b eac,request,medium
sorry my roommates took forever it ok if i come by now,spam,low
hey mr and i are going to the sea view and having a couple of gays i mean games give me a bell when ya finish,spam,low
eab d a d e b df cb,request,medium
e f e f ae e e,request,medium
db f dd f d c a df fbca,request,medium
santa calling would your little ones like a call from santa xmas eve call to book you time calls ppm last mins s t c www santacalling com,spam,low
sppok up ur mob with a halloween collection of nokia logo pic message plus a free eerie tone txt card spook to,spam,low
e da c c f e b a c eee c,request,medium
wonders in my world th you th ur style th ur smile th ur personality rd ur nature nd ur sms and st ur lovely friendship good morning dear,spam,low
fcd b acb d c,request,medium
sms services for your inclusive text credits pls goto www comuk net login unsubscribe with stop no extra charge help po box ip we,spam,low
aa ce e ffc ff bcbdd,request,medium
b bf ff c d f c d,request,medium
e e ee e c b f cff f a,request,medium
e f bb c a b f e,request,medium
ce f c b d bf bd e,request,medium
ee c a c c a,request,medium
probably earlier than that if the station s where i think it is,spam,low
c a e e f af be a b,request,medium
d c b c b ddadfa,request,medium
double mins txts on orange tariffs latest motorola sonyericsson nokia with bluetooth free call mobileupd on or call optout hf,spam,low
nice,feedback,low
no i am not having not any movies in my laptop,spam,low
d fe e cc b cd eeb e cc b,request,medium
cfa cd ee a df d a,request,medium
db ce c c e fcf c,request,medium
d b f bfc bbf bfbf e b,request,medium
cfb bdc b e e a bf a,request,medium
natalja f is inviting you to be her friend reply yes or no see her www sms ac u nat stop send stop frnd to,spam,low
what is this hex place you talk of explain,spam,low
c movie is juz last minute decision mah juz watch lar but i tot not interested,spam,low
af c f b e b a c d e,request,medium
not tonight mate catching up on some sleep this is my new number by the way,spam,low
b c b a e bfe db b,request,medium
yay you better not have told that to other girls either,spam,low
a dc d a a ac ca b fd,request,medium
c d c ec ce daa b,request,medium
k k pa had your lunch aha,spam,low
fb e b eb e ab f fbb,request,medium
phony award todays voda numbers ending xxxx are selected to receive a award if you have a match please call quoting claim code standard rates app,spam,low
how come u got nothing to do,spam,low
f ab d e b cb b a ab e,request,medium
feel like trying kadeem again v,spam,low
b d bf ad b eb d d,request,medium
thanks for being there for me just to talk to on saturday you are very dear to me i cherish having you as a brother and role model,spam,low
the house is on the water with a dock a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel,spam,low
b c c f b a b e f a af a,request,medium
value of money,feedback,low
ef f d a e b b a,request,medium
a e f d afddb e c,request,medium
cd bcb c bcb d e f,request,medium
d fd cdc ba f ff e,request,medium
e dd b bc be b abe,request,medium
bb cbab a c dfb f e d eb cc,request,medium
bd ca b f c,request,medium
da f df a edeedd c,request,medium
wishing you and your family merry x mas and happy new year in advance,spam,low
good morning my love i go to sleep now and wish you a great day full of feeling better and opportunity you are my last thought babe i love you kiss,spam,low
f bd a f fb b be ad c d,request,medium
fyi i m gonna call you sporadically starting at like lt gt bc we are not not doin this shit,spam,low
we currently have a message awaiting your collection to collect your message just call,spam,low
eatin my lunch,spam,low
should i send you naughty pix,spam,low
c e f a b,request,medium
ff dd bc f abb,request,medium
c e df b a f ac ca,request,medium
want get laid tonight want real dogging locations sent direct ur mob join the uk s largest dogging network bt txting gravel to nt ec a p msg p,spam,low
fdbb d c f b b aaf,request,medium
the world suffers a lot not because of the violence of bad people but because of the silence of good people,spam,low
e e baa b c da ead,request,medium
whenevr ur sad whenevr ur gray remembr im here listn watevr u wanna say jus walk wid me a little while amp i promise i ll bring back ur smile,spam,low
a a b ef aac a ad ca,request,medium
not good as expected,feedback,low
be e bb a ea e,request,medium
ce b a f db c eb,request,medium
thanks for your ringtone order ref number k your mobile will be charged should your tone not arrive please call customer services on,spam,low
f a c bb e baf acd dcc,request,medium
u have a secret admirer who is looking make contact with u find out who they r reveal who thinks ur so special call on stopsms ppm,spam,low
yes i think so i am in office but my lap is in room i think thats on for the last few days i didnt shut that down,spam,low
k k where are you how did you performed,spam,low
f fec d f d c e dcd de,request,medium
thx all will be well in a few months,spam,low
fc f f e b de d b f,request,medium
where are you you said you would be here when i woke,spam,low
b bb fc b a f e,request,medium
eef a f b e e b f afee,request,medium
arms fine how s cardiff and uni,spam,low
b bbf d eb fe b,request,medium
i m on da bus going home,spam,low
ya i knw u vl giv its ok thanks kano anyway enjoy wit ur family wit st salary,spam,low
b fc e b b ad df b a,request,medium
yeah sure i ll leave in a min,spam,low
xmas iscoming ur awarded either cd gift vouchers free entry r weekly draw txt music to tnc,spam,low
ed ef c b e c,request,medium
d ccfe d a bbec fc c c d,request,medium
a ff d da b e d d fa,request,medium
yes here tv is always available in work place,spam,low
ow u dey i paid thousad i told u would call,spam,low
d f c ba f a e b b bf,request,medium
a a d b bad b eb cb daaaefee,request,medium
fb c b bba a d b c,request,medium
c b a b e f eca ff,request,medium
b aca d f e a c,request,medium
a c b b b d f a,request,medium
ff b e a c b ea c,request,medium
ha ha cool cool chikku chikku db,spam,low
will you come online today night,spam,low
dc a dd a f d a,request,medium
back in brum thanks for putting us up and keeping us all and happy see you soon,spam,low
d aea c da dc b f ab,request,medium
ok,spam,low
e e eda e bd c e ebc,request,medium
ff c c b d f b d d,request,medium
thank you baby i cant wait to taste the real thing,spam,low
wat happened to the cruise thing,spam,low
good product,feedback,low
d ac c d ddb e,request,medium
very good,feedback,low
first answer my question,spam,low
how much did ur hdd casing cost,spam,low
bce bea c e bfc e f a,request,medium
a c b a e bb e d a,request,medium
c c db f c cd,request,medium
cca bb b f d c aaa e ab c,request,medium
e f e ae dd c e fe,request,medium
its ok chikku and its my of favourite song,spam,low
e b af f a d fb f,request,medium
f a cb a a c e,request,medium
